/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_49_184.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_49_184.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_49_184.jpg, 0, 0, 0, 7.825617E-05
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_49_306.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_49_306.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_49_306.jpg, 0, 0, 0, 8.222987E-05
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_49_405.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_49_405.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_49_405.jpg, 0, 0, 0, 8.235895E-05
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_49_521.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_49_521.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_49_521.jpg, 0, 0, 0, 8.383848E-05
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_49_636.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_49_636.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_49_636.jpg, 0, 0, 0, 8.005723E-05
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_49_738.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_49_738.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_49_738.jpg, 0, 0, 0, 8.123115E-05
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_49_855.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_49_855.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_49_855.jpg, 0, 0, 0, 7.810937E-05
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_49_981.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_49_981.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_49_981.jpg, 0, 0.355809, 0, 0.3280765
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_50_096.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_50_096.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_50_096.jpg, 0, 0.7035899, 0, 0.9908378
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_50_213.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_50_213.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_50_213.jpg, -0.3498809, 1, 0, 2.315104
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_50_322.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_50_322.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_50_322.jpg, -0.002933979, 1, 0, 3.722371
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_50_440.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_50_440.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_50_440.jpg, 0, 1, 0, 5.124326
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_50_555.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_50_555.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_50_555.jpg, 0, 1, 0, 6.508798
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_50_666.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_50_666.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_50_666.jpg, 0, 1, 0, 7.650233
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_50_788.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_50_788.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_50_788.jpg, -0.129648, 1, 0, 9.001872
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_50_906.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_50_906.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_50_906.jpg, -0.4830058, 0.6466422, 0, 9.972366
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_51_023.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_51_023.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_51_023.jpg, -0.1333165, 0.296953, 0, 10.47065
/home/zol/Downloads/Data/IMG/center_2019_10_06_21_29_51_139.jpg, /home/zol/Downloads/Data/IMG/left_2019_10_06_21_29_51_139.jpg, /home/zol/Downloads/Data/IMG/right_2019_10_06_21_29_51_139.jpg, 0, 0, 0, 10.46566
